0.000151776	0	0	0.000151776
0.00113386	0	0	0.00113386
0.00213379	0	0	0.00213379
0.00313373	0	0	0.00313373
0.00413366	0	0	0.00413366
0.0051336	0	0	0.0051336
0.00613354	0	0	0.00613354
0.00713347	0	0	0.00713347
0.00813341	0	0	0.00813341
0.00913334	0	0	0.00913334
0.0101333	0	0	0.0101333
0.0111332	0	0	0.0111332
0.0121332	0	0	0.0121332
0.0131331	0	0	0.0131331
0.014133	0	0	0.014133
0.015133	0	0	0.015133
0.0161329	0	0	0.0161329
0.0171328	0	0	0.0171328
0.0181328	0	0	0.0181328
0.0191327	0	0	0.0191327
0.0201326	0	0	0.0201326
0.0211326	0	0	0.0211326
0.0221325	0	0	0.0221325
0.0231324	0	0	0.0231324
0.0241324	0	0	0.0241324
0.0251323	0	0	0.0251323
0.0261323	0	0	0.0261323
0.0271322	0	0	0.0271322
0.0281321	0	0	0.0281321
0.0291321	0	0	0.0291321
0.030132	0	0	0.030132
0.0311319	0	0	0.0311319
0.0321319	0	0	0.0321319
0.0331318	0	0	0.0331318
0.0341317	0	0	0.0341317
0.0351317	0	0	0.0351317
0.0361316	0	0	0.0361316
0.0371316	0	0	0.0371316
0.0381315	0	0	0.0381315
0.0391314	0	0	0.0391314
0.0401314	0	0	0.0401314
0.0411313	0	0	0.0411313
0.0421312	0	0	0.0421312
0.0431312	0	0	0.0431312
0.0441311	0	0	0.0441311
0.045131	0	0	0.045131
0.046131	0	0	0.046131
0.0471309	0	0	0.0471309
0.0481308	0	0	0.0481308
0.0491308	0	0	0.0491308
0.0501307	0	0	0.0501307
0.0511307	0	0	0.0511307
0.0521306	0	0	0.0521306
0.0531305	0	0	0.0531305
0.0541305	0	0	0.0541305
0.0551304	0	0	0.0551304
0.0561303	0	0	0.0561303
0.0571303	0	0	0.0571303
0.0581302	0	0	0.0581302
0.0591301	0	0	0.0591301
0.0601301	0	0	0.0601301
0.06113	0	0	0.06113
0.06213	0	0	0.06213
0.0631299	0	0	0.0631299
0.0641298	0	0	0.0641298
0.0651298	0	0	0.0651298
0.0661297	0	0	0.0661297
0.0671296	0	0	0.0671296
0.0681296	0	0	0.0681296
0.0691295	0	0	0.0691295
0.0701294	0	0	0.0701294
0.0711294	0	0	0.0711294
0.0721293	0	0	0.0721293
0.0731292	0	0	0.0731292
0.0741292	0	0	0.0741292
0.0751291	0	0	0.0751291
0.0761291	0	0	0.0761291
0.077129	0	0	0.077129
0.0781289	0	0	0.0781289
0.0791289	0	0	0.0791289
0.0801288	0	0	0.0801288
0.0811287	0	0	0.0811287
0.0821287	0	0	0.0821287
0.0831286	0	0	0.0831286
0.0841285	0	0	0.0841285
0.0851285	0	0	0.0851285
0.0861284	0	0	0.0861284
0.0871284	0	0	0.0871284
0.0881283	0	0	0.0881283
0.0891282	0	0	0.0891282
0.0901282	0	0	0.0901282
0.0911281	0	0	0.0911281
0.092128	0	0	0.092128
0.093128	0	0	0.093128
0.0941279	0	0	0.0941279
0.0951278	0	0	0.0951278
0.0961278	0	0	0.0961278
0.0971277	0	0	0.0971277
0.0981276	0	0	0.0981276
0.0991276	0	0	0.0991276
0.100128	0	0	0.100128
0.101127	0	0	0.101127
0.102127	0	0	0.102127
0.103127	0	0	0.103127
0.104127	0	0	0.104127
0.105127	0	0	0.105127
0.106127	0	0	0.106127
0.107127	0	0	0.107127
0.108127	0	0	0.108127
0.109127	0	0	0.109127
0.110127	0	0	0.110127
0.111127	0	0	0.111127
0.112127	0	0	0.112127
0.113127	0	0	0.113127
0.114127	0	0	0.114127
0.115127	0	0	0.115127
0.116126	0	0	0.116126
0.117126	0	0	0.117126
0.118126	0	0	0.118126
0.119126	0	0	0.119126
0.120126	0	0	0.120126
0.121126	0	0	0.121126
0.122126	0	0	0.122126
0.123126	0	0	0.123126
0.124126	0	0	0.124126
0.125126	0	0	0.125126
0.126126	0	0	0.126126
0.127126	0	0	0.127126
0.128126	0	0	0.128126
0.129126	0	0	0.129126
0.130126	0	0	0.130126
0.131126	0	0	0.131126
0.132125	0	0	0.132125
0.133125	0	0	0.133125
0.134125	0	0	0.134125
0.135125	0	0	0.135125
0.136125	0	0	0.136125
0.137125	0	0	0.137125
0.138125	0	0	0.138125
0.139125	0	0	0.139125
0.140125	0	0	0.140125
0.141125	0	0	0.141125
0.142125	0	0	0.142125
0.143125	0	0	0.143125
0.144125	0	0	0.144125
0.145125	0	0	0.145125
0.146125	0	0	0.146125
0.147125	0	0	0.147125
0.148124	0	0	0.148124
0.149124	0	0	0.149124
0.150124	0	0	0.150124
0.151124	0	0	0.151124
0.152124	0	0	0.152124
0.153124	0	0	0.153124
0.154124	0	0	0.154124
0.155124	0	0	0.155124
0.156124	0	0	0.156124
0.157124	0	0	0.157124
0.158124	0	0	0.158124
0.159124	0	0	0.159124
0.160124	0	0	0.160124
0.161124	0	0	0.161124
0.162124	0	0	0.162124
0.163123	0	0	0.163123
0.164123	0	0	0.164123
0.165123	0	0	0.165123
0.166123	0	0	0.166123
0.167123	0	0	0.167123
0.168123	0	0	0.168123
0.169123	0	0	0.169123
0.170123	0	0	0.170123
0.171123	0	0	0.171123
0.172123	0	0	0.172123
0.173123	0	0	0.173123
0.174123	0	0	0.174123
0.175123	0	0	0.175123
0.176123	0	0	0.176123
0.177123	0	0	0.177123
